1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-74.04,(-23.99),1,0.0274,0.0093,0.0158,0.0046,5.47,(0.0211),(0.0011),(0.0122),(0.0048),(10.34),2,0.0374,0.0092,0.0033,0.0005,13.99,(0.0179),(0.0011),(0.0071),(0.0004),(10.34)
