1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-79.15,(-23.99),1,0.038,0.0078,0.0199,0.0041,N/A,(0.0211),(0.0011),(0.0122),(0.0048),(10.34),2,0.0369,0.0068,0.0165,0.0043,N/A,(0.0179),(0.0011),(0.0071),(0.0004),(10.34)
