1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-40.2,(23.99),1,0.0163,0.0026,0.0199,0.0033,N/A,(0.0211),(0.0011),(0.0122),(0.0048),(10.34),2,0.0037,0.001,0.008,0.0031,N/A,(0.0179),(0.0011),(0.0071),(0.0004),(10.34)
