1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-83.25,(-23.99),1,0.0239,0.0106,0.0116,0.0048,4.88,(0.0211),(0.0011),(0.0122),(0.0048),(10.34),2,0.0299,0.0102,0.0075,0.0010,5.05,(0.0179),(0.0011),(0.0071),(0.0004),(10.34)
